"","Total.VolumeA","Speed_KM","OccupancyA"
"2511",1038,111,-1
"2512",1194,109,-1
"2513",942,114,-1
"2514",1164,111,-1
"2515",1086,109,-1
"2516",1062,109,-1
"2517",978,111,-1
"2518",1110,111,-1
"2519",858,113,-1
"2520",870,116,-1
"2521",1212,109,-1
"2522",1038,109,-1
"2523",1158,113,-1
"2524",876,113,-1
"2525",1068,113,-1
"2526",864,109,-1
"2527",882,111,-1
"2528",942,111,-1
"2529",642,108,-1
"2530",1002,111,-1
"2531",930,111,-1
"2532",1014,105,-1
"2533",894,109,-1
"2534",960,109,-1
"2535",888,111,-1
"2536",1008,111,-1
"2537",960,111,-1
"2538",942,111,-1
"2539",954,111,-1
"2540",816,109,-1
"2541",786,111,-1
"2542",846,113,-1
"2543",894,108,-1
"2544",726,111,-1
"2545",978,113,-1
"2546",930,111,-1
"2547",822,113,-1
"2548",942,113,-1
"2549",756,109,-1
"2550",582,114,-1
"2551",768,109,-1
"2552",834,113,-1
"2553",678,113,-1
"2554",780,111,-1
"2555",600,108,-1
"2556",138,108,-1
"2557",510,106,-1
"2558",414,111,-1
"2559",474,108,-1
"2560",534,106,-1
"2561",552,105,-1
"2562",408,111,-1
"2563",810,111,-1
"2564",576,111,-1
"2565",552,108,-1
"2566",648,101,-1
"2567",720,106,-1
"2568",738,108,-1
"2569",786,108,-1
"2570",876,111,-1
"2571",600,103,-1
"2572",780,105,-1
"2573",972,105,-1
"2574",918,109,-1
"2575",996,108,-1
"2576",1212,109,-1
"2577",1080,109,-1
"2578",930,111,-1
"2579",1164,111,-1
"2580",1206,109,-1
"2581",1314,109,-1
"2582",1068,109,-1
"2583",1086,109,-1
"2584",1038,109,-1
"2585",708,113,-1
"2586",1146,108,-1
"2587",840,113,-1
"2588",1038,111,-1
"2589",852,111,-1
"2590",864,113,-1
"2591",1182,109,-1
"2592",1242,109,-1
"2593",1134,111,-1
"2594",858,109,-1
"2595",792,108,-1
"2596",534,103,-1
"2597",972,106,-1
"2598",1056,98,-1
"2599",1038,105,-1
"2600",876,105,-1
"2601",1110,101,-1
"2602",1116,108,-1
"2603",930,106,-1
"2604",810,105,-1
"2605",1104,108,-1
"2606",990,105,-1
"2607",774,101,-1
"2608",780,103,-1
"2609",882,106,-1
"2610",690,103,-1
"2611",726,101,-1
"2612",1050,106,-1
"2613",708,109,-1
"2614",702,103,-1
"2615",732,105,-1
"2616",882,105,-1
"2617",792,103,-1
"2618",948,105,-1
"2619",852,101,-1
"2620",888,103,-1
"2621",822,103,-1
"2622",786,105,-1
"2623",864,105,-1
"2624",624,101,-1
"2625",960,105,-1
"2626",1020,103,-1
"2627",1212,101,-1
"2628",1164,106,-1
"2629",930,103,-1
"2630",912,108,-1
"2631",858,101,-1
"2632",834,103,-1
"2633",774,106,-1
"2634",840,105,-1
"2635",792,106,-1
"2636",774,105,-1
"2637",1128,105,-1
"2638",840,103,-1
"2639",894,105,-1
"2640",864,103,-1
"2641",606,106,-1
"2642",1020,108,-1
"2643",930,106,-1
"2644",954,109,-1
"2645",888,101,-1
"2646",1266,105,-1
"2647",1008,106,-1
"2648",1062,105,-1
"2649",780,106,-1
"2650",1026,106,-1
"2651",840,105,-1
"2652",1104,106,-1
"2653",1416,105,-1
"2654",1062,105,-1
"2655",810,106,-1
"2656",990,106,-1
"2657",762,106,-1
"2658",804,103,-1
"2659",744,105,-1
"2660",1158,108,-1
"2661",654,106,-1
"2662",1128,108,-1
"2663",1332,108,-1
"2664",1272,106,-1
"2665",1080,106,-1
"2666",1230,106,-1
"2667",1086,106,-1
"2668",834,106,-1
"2669",1230,106,-1
"2670",1164,106,-1
"2671",1254,105,-1
"2672",1170,103,-1
"2673",1062,105,-1
"2674",1362,106,-1
"2675",1200,109,-1
"2676",1188,108,-1
"2677",1224,109,-1
"2678",1062,109,-1
"2679",1242,109,-1
"2680",846,109,-1
"2681",1194,109,-1
"2682",1014,109,-1
"2683",1392,106,-1
"2684",1392,101,-1
"2685",1038,109,-1
"2686",924,108,-1
"2687",1002,106,-1
"2688",1068,109,-1
"2689",1080,106,-1
"2690",1008,108,-1
"2691",1122,111,-1
"2692",996,109,-1
"2693",990,106,-1
"2694",1206,108,-1
"2695",684,108,-1
"2696",936,108,-1
"2697",744,106,-1
"2698",936,108,-1
"2699",852,111,-1
"2700",804,108,-1
"2701",972,114,-1
"2702",468,108,-1
"2703",642,108,-1
"2704",666,108,-1
"2705",1386,106,-1
"2706",1446,106,-1
"2707",2022,105,-1
"2708",2022,105,-1
"2709",2064,100,-1
"2710",2166,85,-1
"2711",2034,90,-1
"2712",2046,95,-1
"2713",2088,90,-1
"2714",1500,68,-1
"2715",1818,82,-1
"2716",1938,84,-1
"2717",1734,71,-1
"2718",1824,71,-1
"2719",1614,48,-1
"2720",1272,23,-1
"2721",990,23,-1
"2722",1524,37,-1
"2723",1254,40,-1
"2724",1026,34,-1
"2725",1020,27,-1
"2726",1302,32,-1
"2727",1236,23,-1
"2728",1230,34,-1
"2729",1188,27,-1
"2730",1236,31,-1
"2731",1392,35,-1
"2732",1284,27,-1
"2733",1224,45,-1
"2734",1524,42,-1
"2735",1674,64,-1
"2736",1464,66,-1
"2737",1248,103,-1
"2738",1326,101,-1
"2739",1230,97,-1
"2740",1128,45,-1
"2741",1098,43,-1
"2742",612,39,-1
"2743",984,42,-1
"2744",654,42,-1
"2745",990,29,-1
"2746",666,90,-1
"2747",1176,100,-1
"2748",834,103,-1
"2749",1134,101,-1
"2750",1392,105,-1
"2751",834,105,-1
"2752",1062,105,-1
"2753",1098,105,-1
"2754",870,103,-1
"2755",798,98,-1
"2756",1116,106,-1
"2757",1212,105,-1
"2758",942,106,-1
"2759",1164,103,-1
"2760",1062,105,-1
"2761",936,106,-1
"2762",726,109,-1
"2763",924,106,-1
"2764",690,105,-1
"2765",828,105,-1
"2766",966,106,-1
"2767",516,105,-1
"2768",942,106,-1
"2769",1158,108,-1
"2770",810,108,-1
"2771",954,106,-1
"2772",762,106,-1
"2773",792,105,-1
"2774",1074,108,-1
"2775",882,109,-1
"2776",864,105,-1
"2777",840,105,-1
"2778",912,106,-1
"2779",1020,108,-1
"2780",732,106,-1
"2781",732,101,-1
"2782",1008,106,-1
"2783",918,106,-1
"2784",1122,106,-1
"2785",906,106,-1
"2786",864,108,-1
"2787",996,105,-1
"2788",876,105,-1
"2789",714,103,-1
"2790",648,106,-1
"2791",732,103,-1
"2792",834,108,-1
"2793",714,106,-1
"2794",1068,106,-1
"2795",876,103,-1
"2796",1020,106,-1
"2797",1080,105,-1
"2798",1062,109,-1
"2799",1056,106,-1
"2800",744,108,-1
"2801",822,103,-1
"2802",768,105,-1
"2803",1086,108,-1
"2804",1140,108,-1
"2805",912,106,-1
"2806",1068,106,-1
"2807",1116,108,-1
"2808",1044,106,-1
"2809",1146,109,-1
"2810",582,106,-1
"2811",930,106,-1
"2812",828,106,-1
"2813",1152,101,-1
"2814",738,106,-1
"2815",1194,108,-1
"2816",1200,111,-1
"2817",1284,109,-1
"2818",1266,108,-1
"2819",1134,106,-1
"2820",1164,109,-1
"2821",1170,105,-1
"2822",1140,106,-1
"2823",1398,106,-1
"2824",1068,109,-1
"2825",1038,114,-1
"2826",1086,108,-1
"2827",1218,108,-1
"2828",1038,109,-1
"2829",1254,111,-1
"2830",1194,109,-1
"2831",852,111,-1
"2832",900,109,-1
"2833",1278,113,-1
"2834",948,106,-1
"2835",1074,109,-1
"2836",774,109,-1
"2837",1152,111,-1
"2838",1152,113,-1
"2839",1296,111,-1
"2840",1296,108,-1
"2841",1278,111,-1
"2842",1044,111,-1
"2843",1272,111,-1
"2844",1044,111,-1
"2845",1164,109,-1
"2846",1002,113,-1
"2847",1098,109,-1
"2848",1128,108,-1
"2849",834,109,-1
"2850",978,113,-1
"2851",1014,109,-1
"2852",1134,111,-1
"2853",1062,108,-1
"2854",762,108,-1
"2855",828,111,-1
"2856",696,109,-1
"2857",1038,114,-1
"2858",840,108,-1
"2859",684,111,-1
"2860",630,108,-1
"2861",666,106,-1
"2862",1338,109,-1
"2863",1332,108,-1
"2864",1854,108,-1
"2865",2064,108,-1
"2866",1932,101,-1
"2867",2058,95,-1
"2868",1668,98,-1
"2869",2106,100,-1
"2870",2106,92,-1
"2871",1956,79,-1
"2872",1806,66,-1
"2873",918,60,-1
"2874",1428,76,-1
"2875",1902,74,-1
"2876",1320,47,-1
"2877",1410,66,-1
"2878",1590,51,-1
"2879",1506,45,-1
"2880",942,29,-1
"2881",1374,35,-1
"2882",1110,37,-1
"2883",1026,27,-1
"2884",1002,35,-1
"2885",1368,40,-1
"2886",1380,42,-1
"2887",1326,37,-1
"2888",1344,32,-1
"2889",1020,23,-1
"2890",1416,48,-1
"2891",1572,43,-1
"2892",1128,45,-1
"2893",1338,43,-1
"2894",1452,53,-1
"2895",1266,56,-1
"2896",1290,88,-1
"2897",1212,105,-1
"2898",1260,105,-1
"2899",1062,92,-1
"2900",948,42,-1
"2901",756,23,-1
"2902",570,16,-1
"2903",840,19,-1
"2904",858,16,-1
"2905",774,24,-1
"2906",1326,42,-1
"2907",1572,84,-1
"2908",1086,105,-1
"2909",954,105,-1
"2910",948,109,-1
"2911",1002,108,-1
"2912",978,108,-1
"2913",1050,108,-1
"2914",1038,111,-1
"2915",858,109,-1
"2916",756,108,-1
"2917",930,111,-1
"2918",1206,109,-1
"2919",972,108,-1
"2920",978,113,-1
"2921",966,109,-1
"2922",774,111,-1
"2923",786,109,-1
"2924",1050,108,-1
"2925",624,111,-1
"2926",906,109,-1
"2927",618,106,-1
"2928",1008,109,-1
"2929",894,108,-1
"2930",804,111,-1
"2931",1284,113,-1
"2932",912,108,-1
"2933",1326,113,-1
"2934",1122,109,-1
"2935",1104,113,-1
"2936",990,109,-1
"2937",1170,111,-1
"2938",894,113,-1
"2939",1014,111,-1
"2940",876,109,-1
"2941",966,109,-1
"2942",954,113,-1
"2943",930,113,-1
"2944",888,114,-1
"2945",846,113,-1
"2946",1128,106,-1
"2947",1236,109,-1
"2948",942,111,-1
"2949",1080,111,-1
"2950",696,109,-1
"2951",696,111,-1
"2952",828,109,-1
"2953",846,111,-1
"2954",996,109,-1
"2955",732,109,-1
"2956",960,109,-1
"2957",738,111,-1
"2958",852,111,-1
"2959",1002,108,-1
"2960",876,113,-1
"2961",786,108,-1
"2962",960,109,-1
"2963",840,113,-1
"2964",762,113,-1
"2965",714,108,-1
"2966",870,105,-1
"2967",876,106,-1
"2968",1074,106,-1
"2969",1008,109,-1
"2970",978,109,-1
"2971",810,106,-1
"2972",612,113,-1
"2973",1008,109,-1
"2974",930,111,-1
"2975",1116,113,-1
"2976",1254,113,-1
"2977",954,108,-1
"2978",1140,108,-1
"2979",966,109,-1
"2980",864,113,-1
"2981",714,106,-1
"2982",876,113,-1
"2983",870,113,-1
"2984",1020,111,-1
"2985",756,106,-1
"2986",1152,113,-1
"2987",960,111,-1
"2988",888,114,-1
"2989",684,113,-1
"2990",810,111,-1
"2991",780,109,-1
"2992",1014,111,-1
"2993",708,108,-1
"2994",960,109,-1
"2995",780,113,-1
"2996",930,111,-1
"2997",1074,111,-1
"2998",966,113,-1
"2999",1062,113,-1
"3000",870,111,-1
"3001",1128,106,-1
"3002",834,108,-1
"3003",900,111,-1
"3004",1014,114,-1
"3005",1068,113,-1
"3006",1086,113,-1
"3007",762,113,-1
"3008",648,111,-1
"3009",1110,113,-1
"3010",750,113,-1
"3011",876,109,-1
"3012",864,113,-1
"3013",948,108,-1
"3014",852,113,-1
"3015",534,105,-1
"3016",378,108,-1
"3017",354,101,-1
"3018",432,111,-1
"3019",174,108,-1
"3020",498,109,-1
"3021",552,111,-1
"3022",504,105,-1
"3023",330,106,-1
"3024",642,109,-1
"3025",486,108,-1
"3026",384,106,-1
"3027",282,111,-1
"3028",414,103,-1
"3029",528,108,-1
"3030",504,111,-1
"3031",588,109,-1
"3032",360,108,-1
"3033",594,108,-1
"3034",462,105,-1
"3035",750,105,-1
"3036",972,106,-1
"3037",870,106,-1
"3038",924,105,-1
"3039",1056,108,-1
"3040",1140,106,-1
"3041",978,105,-1
"3042",798,113,-1
"3043",1068,106,-1
"3044",708,105,-1
"3045",762,100,-1
"3046",990,103,-1
"3047",1086,101,-1
"3048",948,103,-1
"3049",1014,101,-1
"3050",1080,103,-1
"3051",1050,103,-1
"3052",1194,101,-1
"3053",888,105,-1
"3054",792,105,-1
"3055",876,103,-1
"3056",1068,103,-1
"3057",864,103,-1
"3058",1104,105,-1
"3059",1014,101,-1
"3060",1116,103,-1
"3061",924,98,-1
"3062",954,100,-1
"3063",1116,98,-1
"3064",924,98,-1
"3065",1032,101,-1
"3066",1110,103,-1
"3067",1086,105,-1
"3068",1020,101,-1
"3069",522,105,-1
"3070",732,105,-1
"3071",930,106,-1
"3072",1086,106,-1
"3073",768,101,-1
"3074",846,106,-1
"3075",1122,103,-1
"3076",846,105,-1
"3077",948,105,-1
"3078",1176,105,-1
"3079",726,106,-1
"3080",900,105,-1
"3081",858,106,-1
"3082",1038,101,-1
"3083",1284,106,-1
"3084",888,105,-1
"3085",960,108,-1
"3086",888,106,-1
"3087",924,101,-1
"3088",636,103,-1
"3089",564,105,-1
"3090",888,103,-1
"3091",1032,105,-1
"3092",996,105,-1
"3093",816,105,-1
"3094",648,105,-1
"3095",798,106,-1
"3096",846,108,-1
"3097",822,101,-1
"3098",498,103,-1
"3099",576,103,-1
"3100",612,103,-1
"3101",1182,109,-1
"3102",1638,109,-1
"3103",1794,108,-1
"3104",1896,106,-1
"3105",2040,100,-1
"3106",1692,97,-1
"3107",2106,97,-1
"3108",1578,90,-1
"3109",1962,92,-1
"3110",2034,88,-1
"3111",2010,85,-1
"3112",1914,74,-1
"3113",1410,43,-1
"3114",1554,60,-1
"3115",1710,53,-1
"3116",1458,37,-1
"3117",1290,47,-1
"3118",756,80,-1
"3119",1038,87,-1
"3120",996,100,-1
"3121",1098,101,-1
"3122",1404,105,-1
"3123",1236,105,-1
"3124",1404,108,-1
"3125",1332,105,-1
"3126",1302,105,-1
"3127",1332,105,-1
"3128",756,106,-1
"3129",1074,103,-1
"3130",1254,105,-1
"3131",996,105,-1
"3132",1146,103,-1
"3133",1230,108,-1
"3134",1182,105,-1
"3135",1212,106,-1
"3136",1020,106,-1
"3137",624,108,-1
"3138",1236,105,-1
"3139",1020,105,-1
"3140",1110,106,-1
"3141",1338,103,-1
"3142",1164,108,-1
"3143",1254,106,-1
"3144",1218,105,-1
"3145",804,106,-1
"3146",1134,105,-1
"3147",1134,108,-1
"3148",1200,105,-1
"3149",1218,111,-1
"3150",1332,105,-1
"3151",1110,108,-1
"3152",1272,105,-1
"3153",1146,106,-1
"3154",756,111,-1
"3155",978,108,-1
"3156",1296,106,-1
"3157",984,106,-1
"3158",624,106,-1
"3159",1176,109,-1
"3160",1002,109,-1
"3161",1134,105,-1
"3162",1086,106,-1
"3163",1110,105,-1
"3164",1182,108,-1
"3165",990,101,-1
"3166",1314,108,-1
"3167",1158,106,-1
"3168",1314,108,-1
"3169",1254,109,-1
"3170",1110,106,-1
"3171",1188,106,-1
"3172",1224,106,-1
"3173",1128,109,-1
"3174",1002,108,-1
"3175",1158,108,-1
"3176",882,106,-1
"3177",1212,106,-1
"3178",1092,108,-1
"3179",1410,111,-1
"3180",1068,108,-1
"3181",1032,106,-1
"3182",1386,105,-1
"3183",1230,108,-1
"3184",732,103,-1
"3185",816,108,-1
"3186",1176,108,-1
"3187",1146,106,-1
"3188",1248,108,-1
"3189",1326,109,-1
"3190",1224,105,-1
"3191",1434,108,-1
"3192",1350,108,-1
"3193",906,108,-1
"3194",858,109,-1
"3195",1296,111,-1
"3196",1146,103,-1
"3197",942,108,-1
"3198",894,111,-1
"3199",1230,105,-1
"3200",900,105,-1
"3201",1218,103,-1
"3202",1368,111,-1
"3203",1068,109,-1
"3204",810,106,-1
"3205",960,108,-1
"3206",1056,106,-1
"3207",1050,105,-1
"3208",1326,109,-1
"3209",1176,106,-1
"3210",1164,108,-1
"3211",1326,111,-1
"3212",588,109,-1
"3213",1086,109,-1
"3214",930,109,-1
"3215",1434,109,-1
"3216",1194,109,-1
"3217",1314,108,-1
"3218",1182,111,-1
"3219",906,108,-1
"3220",1104,111,-1
"3221",1140,109,-1
"3222",1320,109,-1
"3223",780,109,-1
"3224",1020,108,-1
"3225",822,106,-1
"3226",1230,109,-1
"3227",1242,111,-1
"3228",930,113,-1
"3229",984,109,-1
"3230",1050,111,-1
"3231",1254,109,-1
"3232",810,109,-1
"3233",858,108,-1
"3234",990,113,-1
"3235",990,109,-1
"3236",1092,113,-1
"3237",1086,109,-1
"3238",792,109,-1
"3239",1008,111,-1
"3240",810,111,-1
"3241",732,109,-1
"3242",684,105,-1
"3243",600,108,-1
"3244",1062,109,-1
"3245",1140,108,-1
"3246",1164,105,-1
"3247",1608,103,-1
"3248",1626,105,-1
"3249",1872,103,-1
"3250",2010,103,-1
"3251",2094,105,-1
"3252",1836,103,-1
"3253",1596,105,-1
"3254",1512,106,-1
"3255",1314,105,-1
"3256",1080,106,-1
"3257",1440,97,-1
"3258",1782,74,-1
"3259",1788,80,-1
"3260",1650,90,-1
"3261",1206,105,-1
"3262",1662,103,-1
"3263",1176,106,-1
"3264",1404,105,-1
"3265",1230,103,-1
"3266",1428,108,-1
"3267",1158,106,-1
"3268",1032,106,-1
"3269",1050,108,-1
"3270",1386,105,-1
"3271",1272,106,-1
"3272",1308,108,-1
"3273",1338,108,-1
"3274",1158,108,-1
"3275",1038,106,-1
"3276",1380,109,-1
"3277",1548,108,-1
"3278",1248,105,-1
"3279",1116,108,-1
"3280",1086,108,-1
"3281",1170,108,-1
"3282",1014,109,-1
"3283",942,108,-1
"3284",1164,108,-1
"3285",1374,109,-1
"3286",1170,108,-1
"3287",906,108,-1
"3288",1416,105,-1
"3289",714,106,-1
"3290",1008,105,-1
"3291",1104,105,-1
"3292",828,111,-1
"3293",924,108,-1
"3294",1062,109,-1
"3295",774,111,-1
"3296",1158,108,-1
"3297",864,113,-1
"3298",1098,111,-1
"3299",1128,111,-1
"3300",954,108,-1
"3301",1116,111,-1
"3302",1134,111,-1
"3303",1206,108,-1
"3304",1362,111,-1
"3305",924,111,-1
"3306",642,108,-1
"3307",1170,108,-1
"3308",996,111,-1
"3309",1134,111,-1
"3310",1272,111,-1
"3311",1170,108,-1
"3312",888,108,-1
"3313",1152,113,-1
"3314",972,111,-1
"3315",684,111,-1
"3316",840,109,-1
"3317",1170,111,-1
"3318",588,108,-1
"3319",1266,113,-1
"3320",1056,113,-1
"3321",1044,108,-1
"3322",1134,109,-1
"3323",1116,111,-1
"3324",1014,111,-1
"3325",942,109,-1
"3326",1062,111,-1
"3327",1038,108,-1
"3328",1134,113,-1
"3329",1056,111,-1
"3330",1176,111,-1
"3331",1392,111,-1
"3332",1032,109,-1
"3333",1254,105,-1
"3334",1152,113,-1
"3335",822,108,-1
"3336",1140,113,-1
"3337",876,109,-1
"3338",1026,113,-1
"3339",918,111,-1
"3340",936,109,-1
"3341",1164,109,-1
"3342",1038,111,-1
"3343",1224,111,-1
"3344",1188,111,-1
"3345",726,109,-1
"3346",678,111,-1
"3347",1110,111,-1
"3348",1134,113,-1
"3349",996,111,-1
"3350",1044,111,-1
"3351",900,109,-1
"3352",1038,111,-1
"3353",954,114,-1
"3354",744,111,-1
"3355",966,108,-1
"3356",810,111,-1
"3357",1134,111,-1
"3358",852,114,-1
"3359",1032,113,-1
"3360",1068,109,-1
"3361",762,108,-1
"3362",1170,114,-1
"3363",726,111,-1
"3364",690,113,-1
"3365",906,111,-1
"3366",972,109,-1
"3367",1002,109,-1
"3368",900,108,-1
"3369",900,109,-1
"3370",828,111,-1
"3371",852,114,-1
"3372",912,111,-1
"3373",804,108,-1
"3374",876,111,-1
"3375",1014,113,-1
"3376",924,111,-1
"3377",1050,111,-1
"3378",858,113,-1
"3379",750,111,-1
"3380",1050,113,-1
"3381",774,116,-1
"3382",828,116,-1
"3383",768,113,-1
"3384",624,109,-1
"3385",810,113,-1
"3386",942,113,-1
"3387",834,111,-1
"3388",822,111,-1
"3389",912,114,-1
"3390",870,113,-1
"3391",936,113,-1
"3392",804,113,-1
"3393",738,111,-1
"3394",762,113,-1
"3395",726,111,-1
"3396",696,109,-1
"3397",570,111,-1
"3398",648,108,-1
"3399",528,113,-1
"3400",726,111,-1
"3401",228,109,-1
"3402",306,109,-1
"3403",330,114,-1
"3404",366,109,-1
"3405",306,109,-1
"3406",354,108,-1
"3407",432,113,-1
"3408",384,103,-1
"3409",552,108,-1
"3410",456,105,-1
"3411",420,103,-1
"3412",384,109,-1
"3413",306,111,-1
"3414",582,105,-1
"3415",420,98,-1
"3416",204,111,-1
"3417",480,109,-1
"3418",576,111,-1
"3419",630,109,-1
"3420",594,108,-1
"3421",774,109,-1
"3422",582,111,-1
"3423",552,109,-1
"3424",618,106,-1
"3425",564,105,-1
"3426",390,106,-1
"3427",528,111,-1
"3428",678,109,-1
"3429",726,109,-1
"3430",744,111,-1
"3431",852,109,-1
"3432",900,106,-1
"3433",906,111,-1
"3434",780,108,-1
"3435",618,109,-1
"3436",804,108,-1
"3437",768,106,-1
"3438",762,109,-1
"3439",1026,108,-1
"3440",1044,109,-1
"3441",864,114,-1
"3442",1056,109,-1
"3443",1104,109,-1
"3444",774,111,-1
"3445",882,109,-1
"3446",1116,109,-1
"3447",1038,111,-1
"3448",732,111,-1
"3449",750,106,-1
"3450",1002,106,-1
"3451",600,109,-1
"3452",780,108,-1
"3453",978,105,-1
"3454",882,108,-1
"3455",834,108,-1
"3456",906,111,-1
"3457",918,109,-1
"3458",1008,106,-1
"3459",978,108,-1
"3460",678,108,-1
"3461",1104,106,-1
"3462",1020,108,-1
"3463",1026,109,-1
"3464",876,108,-1
"3465",948,106,-1
"3466",960,106,-1
"3467",930,105,-1
"3468",486,100,-1
"3469",786,108,-1
"3470",804,105,-1
"3471",1218,106,-1
"3472",726,106,-1
"3473",1044,109,-1
"3474",852,108,-1
"3475",1062,106,-1
"3476",516,108,-1
"3477",984,111,-1
"3478",996,106,-1
"3479",858,109,-1
"3480",846,106,-1
"3481",822,109,-1
"3482",870,108,-1
"3483",1044,109,-1
"3484",1020,105,-1
"3485",618,109,-1
"3486",996,109,-1
"3487",798,108,-1
"3488",924,106,-1
"3489",1266,106,-1
"3490",1056,108,-1
"3491",912,108,-1
"3492",768,105,-1
"3493",756,106,-1
"3494",1050,106,-1
"3495",942,106,-1
"3496",822,105,-1
"3497",1080,105,-1
"3498",1140,108,-1
"3499",642,108,-1
"3500",1182,109,-1
"3501",1206,111,-1
"3502",888,103,-1
"3503",660,109,-1
"3504",1086,111,-1
"3505",1134,109,-1
"3506",888,111,-1
"3507",1158,109,-1
"3508",1032,109,-1
"3509",1152,106,-1
"3510",1032,105,-1
"3511",1164,109,-1
"3512",1092,108,-1
"3513",846,108,-1
"3514",1092,111,-1
"3515",1110,109,-1
"3516",984,106,-1
"3517",930,109,-1
"3518",888,111,-1
"3519",1290,111,-1
"3520",1002,111,-1
"3521",942,111,-1
"3522",792,111,-1
"3523",1092,113,-1
"3524",984,111,-1
"3525",1134,111,-1
"3526",1014,111,-1
"3527",858,108,-1
"3528",1074,108,-1
"3529",966,109,-1
"3530",822,109,-1
"3531",1080,113,-1
"3532",864,109,-1
"3533",954,114,-1
"3534",834,109,-1
"3535",876,113,-1
"3536",672,114,-1
"3537",744,109,-1
"3538",768,108,-1
"3539",516,108,-1
"3540",630,109,-1
"3541",1548,108,-1
"3542",1500,111,-1
"3543",2022,106,-1
"3544",1674,105,-1
"3545",1908,95,-1
"3546",1998,87,-1
"3547",1878,68,-1
"3548",1788,53,-1
"3549",1824,61,-1
"3550",1956,82,-1
"3551",1200,88,-1
"3552",1194,60,-1
"3553",1740,63,-1
"3554",1044,106,-1
"3555",774,106,-1
"3556",1008,106,-1
"3557",828,108,-1
"3558",1146,105,-1
"3559",984,106,-1
"3560",696,105,-1
"3561",1182,109,-1
"3562",1080,108,-1
"3563",1260,108,-1
"3564",966,106,-1
"3565",1134,105,-1
"3566",876,108,-1
"3567",918,108,-1
"3568",1182,106,-1
"3569",1056,109,-1
"3570",870,103,-1
"3571",1080,109,-1
"3572",1002,106,-1
"3573",570,106,-1
"3574",816,113,-1
"3575",1098,109,-1
"3576",624,108,-1
"3577",714,108,-1
"3578",1056,109,-1
"3579",780,105,-1
"3580",864,105,-1
"3581",606,108,-1
"3582",1146,109,-1
"3583",966,105,-1
"3584",1056,106,-1
"3585",1056,109,-1
"3586",1086,113,-1
"3587",864,108,-1
"3588",720,108,-1
"3589",912,101,-1
"3590",924,106,-1
"3591",1116,106,-1
"3592",918,108,-1
"3593",1026,106,-1
"3594",756,106,-1
"3595",882,109,-1
"3596",960,106,-1
"3597",1164,106,-1
"3598",906,105,-1
"3599",762,109,-1
"3600",750,109,-1
"3601",1002,109,-1
"3602",684,109,-1
"3603",876,108,-1
"3604",942,108,-1
"3605",1032,108,-1
"3606",1062,106,-1
"3607",1080,108,-1
"3608",1080,108,-1
"3609",882,108,-1
"3610",816,111,-1
"3611",1206,108,-1
"3612",1146,105,-1
"3613",834,105,-1
"3614",996,105,-1
"3615",942,106,-1
"3616",882,105,-1
"3617",1176,106,-1
"3618",1092,108,-1
"3619",876,106,-1
"3620",900,106,-1
"3621",1092,111,-1
"3622",1182,106,-1
"3623",450,108,-1
"3624",1134,111,-1
"3625",930,108,-1
"3626",936,109,-1
"3627",1230,109,-1
"3628",1128,111,-1
"3629",1272,109,-1
"3630",768,106,-1
"3631",918,109,-1
"3632",1164,108,-1
"3633",960,109,-1
"3634",1374,113,-1
"3635",1320,109,-1
"3636",1326,106,-1
"3637",726,109,-1
"3638",996,106,-1
"3639",1212,109,-1
"3640",1170,109,-1
"3641",1182,114,-1
"3642",1200,109,-1
"3643",702,111,-1
"3644",1122,111,-1
"3645",1038,108,-1
"3646",1002,109,-1
"3647",1122,109,-1
"3648",1110,111,-1
"3649",1062,114,-1
"3650",834,113,-1
"3651",798,111,-1
"3652",840,108,-1
"3653",972,111,-1
"3654",924,105,-1
"3655",1014,108,-1
"3656",948,114,-1
"3657",720,111,-1
"3658",702,111,-1
"3659",738,108,-1
"3660",720,109,-1
"3661",684,113,-1
"3662",822,113,-1
"3663",1554,109,-1
"3664",1794,108,-1
"3665",1464,109,-1
"3666",1932,106,-1
"3667",1716,101,-1
"3668",2112,100,-1
"3669",1986,95,-1
"3670",1272,29,-1
"3671",1236,32,-1
"3672",762,40,-1
"3673",1140,51,-1
"3674",1350,72,-1
"3675",1308,100,-1
"3676",1350,103,-1
"3677",1386,108,-1
"3678",1332,108,-1
"3679",1098,108,-1
"3680",1062,105,-1
"3681",1230,109,-1
"3682",1116,109,-1
"3683",1266,103,-1
"3684",1146,108,-1
"3685",1254,108,-1
"3686",852,106,-1
"3687",1074,108,-1
"3688",1146,106,-1
"3689",1254,106,-1
"3690",1254,108,-1
"3691",1050,109,-1
"3692",870,108,-1
"3693",1008,109,-1
"3694",1068,101,-1
"3695",1158,100,-1
"3696",678,105,-1
"3697",1020,105,-1
"3698",1092,103,-1
"3699",1248,109,-1
"3700",1086,105,-1
"3701",1350,105,-1
"3702",696,103,-1
"3703",1182,101,-1
"3704",1044,105,-1
"3705",1188,108,-1
"3706",1128,105,-1
"3707",1092,106,-1
"3708",1044,106,-1
"3709",1380,106,-1
"3710",1152,101,-1
"3711",1218,108,-1
"3712",1188,109,-1
"3713",912,111,-1
"3714",1128,109,-1
"3715",1290,103,-1
"3716",1134,108,-1
"3717",1302,106,-1
"3718",1086,108,-1
"3719",780,111,-1
"3720",1086,111,-1
"3721",1218,108,-1
"3722",1278,109,-1
"3723",1200,106,-1
"3724",1074,106,-1
