"","Total.VolumeA","Speed_KM","OccupancyA"
"1294",984,114,-1
"1295",852,114,-1
"1296",936,111,-1
"1297",744,113,-1
"1298",822,109,-1
"1299",762,113,-1
"1300",906,108,-1
"1301",720,109,-1
"1302",516,108,-1
"1303",486,109,-1
"1304",480,113,-1
"1305",516,109,-1
"1306",870,105,-1
"1307",1440,108,-1
"1308",2028,85,-1
"1309",1866,68,-1
"1310",1974,82,-1
"1311",1968,84,-1
"1312",2004,85,-1
"1313",1656,47,-1
"1314",1848,82,-1
"1315",1584,90,-1
"1316",1890,80,-1
"1317",1440,48,-1
"1318",1746,58,-1
"1319",1842,64,-1
"1320",1296,51,-1
"1321",1152,27,-1
"1322",1026,26,-1
"1323",1176,34,-1
"1324",1230,27,-1
"1325",1320,29,-1
"1326",744,26,-1
"1327",846,24,-1
"1328",900,21,-1
"1329",948,29,-1
"1330",1164,42,-1
"1331",966,47,-1
"1332",1662,69,-1
"1333",1626,64,-1
"1334",1554,82,-1
"1335",1302,85,-1
"1336",1098,108,-1
"1337",1212,101,-1
"1338",984,103,-1
"1339",1302,98,-1
"1340",756,106,-1
"1341",1008,106,-1
"1342",762,106,-1
"1343",1158,109,-1
"1344",906,106,-1
"1345",1020,105,-1
"1346",984,105,-1
"1347",1158,108,-1
"1348",972,103,-1
"1349",1176,105,-1
"1350",888,109,-1
"1351",1038,109,-1
"1352",906,108,-1
"1353",852,108,-1
"1354",1122,105,-1
"1355",876,109,-1
"1356",996,106,-1
"1357",900,111,-1
"1358",804,106,-1
"1359",948,105,-1
"1360",600,108,-1
"1361",1050,109,-1
"1362",624,105,-1
"1363",876,108,-1
"1364",678,103,-1
"1365",912,105,-1
"1366",912,103,-1
"1367",984,105,-1
"1368",792,106,-1
"1369",864,108,-1
"1370",942,111,-1
"1371",948,106,-1
"1372",1044,108,-1
"1373",1140,109,-1
"1374",918,108,-1
"1375",1032,108,-1
"1376",726,106,-1
"1377",708,103,-1
"1378",888,106,-1
"1379",846,106,-1
"1380",954,108,-1
"1381",1188,109,-1
"1382",936,109,-1
"1383",900,106,-1
"1384",792,106,-1
"1385",888,108,-1
"1386",936,106,-1
"1387",756,109,-1
"1388",900,105,-1
"1389",774,111,-1
"1390",996,103,-1
"1391",1080,108,-1
"1392",942,106,-1
"1393",1212,106,-1
"1394",1116,108,-1
"1395",990,111,-1
"1396",1104,106,-1
"1397",804,105,-1
"1398",1098,106,-1
"1399",948,105,-1
"1400",696,103,-1
"1401",1062,108,-1
"1402",750,108,-1
"1403",1056,106,-1
"1404",672,109,-1
"1405",1062,109,-1
"1406",942,108,-1
"1407",828,109,-1
"1408",1254,106,-1
"1409",804,105,-1
"1410",1086,106,-1
"1411",984,106,-1
"1412",780,106,-1
"1413",642,103,-1
"1414",1086,108,-1
"1415",1062,106,-1
"1416",828,108,-1
"1417",888,108,-1
"1418",1014,108,-1
"1419",858,108,-1
"1420",930,109,-1
"1421",954,109,-1
"1422",768,109,-1
"1423",798,109,-1
"1424",936,111,-1
"1425",1194,111,-1
"1426",864,111,-1
"1427",876,113,-1
"1428",846,109,-1
"1429",714,111,-1
"1430",696,109,-1
"1431",882,114,-1
"1432",612,108,-1
"1433",786,109,-1
"1434",702,109,-1
"1435",996,111,-1
"1436",786,109,-1
"1437",864,114,-1
"1438",864,114,-1
"1439",726,113,-1
"1440",690,109,-1
"1441",540,109,-1
"1442",462,109,-1
"1443",798,114,-1
"1444",762,111,-1
"1445",588,111,-1
"1446",468,106,-1
"1447",696,109,-1
"1448",1140,109,-1
"1449",1512,108,-1
"1450",1020,106,-1
"1451",2154,106,-1
"1452",1626,100,-1
"1453",2118,98,-1
"1454",1812,95,-1
"1455",2190,84,-1
"1456",1524,50,-1
"1457",1794,74,-1
"1458",1866,84,-1
"1459",1752,51,-1
"1460",1848,90,-1
"1461",1866,66,-1
"1462",1878,84,-1
"1463",1842,76,-1
"1464",1518,35,-1
"1465",1812,71,-1
"1466",1608,43,-1
"1467",1230,43,-1
"1468",1068,29,-1
"1469",1356,32,-1
"1470",1014,39,-1
"1471",1572,47,-1
"1472",942,39,-1
"1473",1302,35,-1
"1474",1602,76,-1
"1475",1212,51,-1
"1476",1620,64,-1
"1477",870,51,-1
"1478",1164,19,-1
"1479",1092,18,-1
"1480",294,13,-1
"1481",798,19,-1
"1482",906,16,-1
"1483",1002,16,-1
"1484",1116,16,-1
"1485",990,11,-1
"1486",1284,26,-1
"1487",1344,50,-1
"1488",1560,56,-1
"1489",1584,84,-1
"1490",1410,108,-1
"1491",1182,109,-1
"1492",966,106,-1
"1493",1182,109,-1
"1494",996,108,-1
"1495",1188,108,-1
"1496",756,103,-1
"1497",966,103,-1
"1498",972,105,-1
"1499",1044,109,-1
"1500",1044,106,-1
"1501",948,108,-1
"1502",1032,111,-1
"1503",1062,105,-1
"1504",894,105,-1
"1505",1128,109,-1
"1506",876,108,-1
"1507",882,108,-1
"1508",762,103,-1
"1509",1020,108,-1
"1510",696,105,-1
"1511",912,103,-1
"1512",798,105,-1
"1513",570,106,-1
"1514",828,105,-1
"1515",906,108,-1
"1516",1044,106,-1
"1517",756,109,-1
"1518",1020,108,-1
"1519",756,106,-1
"1520",846,106,-1
"1521",726,108,-1
"1522",648,103,-1
"1523",930,106,-1
"1524",1110,108,-1
"1525",888,109,-1
"1526",990,109,-1
"1527",924,106,-1
"1528",822,106,-1
"1529",1104,106,-1
"1530",816,109,-1
"1531",972,106,-1
"1532",810,111,-1
"1533",882,109,-1
"1534",1140,108,-1
"1535",1002,106,-1
"1536",1092,106,-1
"1537",852,109,-1
"1538",924,108,-1
"1539",762,108,-1
"1540",1242,109,-1
"1541",762,111,-1
"1542",684,109,-1
"1543",1032,106,-1
"1544",924,106,-1
"1545",894,106,-1
"1546",750,105,-1
"1547",1032,106,-1
"1548",864,108,-1
"1549",684,109,-1
"1550",894,111,-1
"1551",1038,108,-1
"1552",1140,111,-1
"1553",1032,111,-1
"1554",1086,109,-1
"1555",762,106,-1
"1556",858,108,-1
"1557",630,105,-1
"1558",936,113,-1
"1559",870,105,-1
"1560",828,109,-1
"1561",1128,109,-1
"1562",1218,111,-1
"1563",714,108,-1
"1564",1422,109,-1
"1565",1272,111,-1
"1566",978,111,-1
"1567",906,111,-1
"1568",942,109,-1
"1569",1062,111,-1
"1570",1200,111,-1
"1571",1128,113,-1
"1572",1332,111,-1
"1573",1188,111,-1
"1574",1188,111,-1
"1575",1008,109,-1
"1576",792,114,-1
"1577",1194,111,-1
"1578",1260,111,-1
"1579",936,109,-1
"1580",1068,114,-1
"1581",1092,113,-1
"1582",1146,113,-1
"1583",1212,114,-1
"1584",924,113,-1
"1585",1164,109,-1
"1586",552,113,-1
"1587",996,114,-1
"1588",798,111,-1
"1589",1068,106,-1
"1590",930,113,-1
"1591",780,111,-1
"1592",912,109,-1
"1593",834,114,-1
"1594",888,111,-1
"1595",588,114,-1
"1596",1002,111,-1
"1597",942,113,-1
"1598",738,113,-1
"1599",714,109,-1
"1600",678,111,-1
"1601",714,113,-1
"1602",822,111,-1
"1603",642,108,-1
"1604",336,105,-1
"1605",1008,95,-1
"1606",1296,95,-1
"1607",1374,100,-1
"1608",1668,51,-1
"1609",1140,32,-1
"1610",720,27,-1
"1611",1194,26,-1
"1612",1224,32,-1
"1613",1284,45,-1
"1614",1122,35,-1
"1615",1272,35,-1
"1616",1464,39,-1
"1617",1350,45,-1
"1618",1584,51,-1
"1619",1578,55,-1
"1620",1290,48,-1
"1621",1146,29,-1
"1622",948,31,-1
"1623",972,26,-1
"1624",846,31,-1
"1625",1350,43,-1
"1626",858,101,-1
"1627",1182,108,-1
"1628",912,111,-1
"1629",1194,106,-1
"1630",1200,105,-1
"1631",1068,106,-1
"1632",792,106,-1
"1633",246,105,-1
"1634",678,106,-1
"1635",828,106,-1
"1636",708,105,-1
"1637",612,105,-1
"1638",726,105,-1
"1639",756,103,-1
"1640",708,105,-1
"1641",708,108,-1
"1642",798,106,-1
"1643",762,108,-1
"1644",924,105,-1
"1645",1020,105,-1
"1646",810,108,-1
"1647",1032,105,-1
"1648",960,106,-1
"1649",756,106,-1
"1650",810,106,-1
"1651",678,105,-1
"1652",984,106,-1
"1653",954,108,-1
"1654",966,108,-1
"1655",978,106,-1
"1656",930,109,-1
"1657",918,106,-1
"1658",948,106,-1
"1659",882,109,-1
"1660",924,105,-1
"1661",720,108,-1
"1662",798,109,-1
"1663",900,109,-1
"1664",972,106,-1
"1665",780,109,-1
"1666",1032,108,-1
"1667",888,109,-1
"1668",864,109,-1
"1669",870,109,-1
"1670",1194,109,-1
"1671",1050,109,-1
"1672",1092,109,-1
"1673",1062,108,-1
"1674",1068,108,-1
"1675",864,109,-1
"1676",1074,108,-1
"1677",786,109,-1
"1678",714,111,-1
"1679",1014,109,-1
"1680",840,108,-1
"1681",804,108,-1
"1682",918,108,-1
"1683",666,105,-1
"1684",606,108,-1
"1685",780,109,-1
"1686",804,111,-1
"1687",636,106,-1
"1688",870,109,-1
"1689",912,109,-1
"1690",618,113,-1
"1691",828,108,-1
"1692",690,108,-1
"1693",744,111,-1
"1694",684,106,-1
"1695",762,108,-1
"1696",582,106,-1
"1697",684,109,-1
"1698",504,109,-1
"1699",1542,101,-1
"1700",1638,53,-1
"1701",1074,39,-1
"1702",1032,106,-1
"1703",978,105,-1
"1704",954,106,-1
"1705",996,106,-1
"1706",1038,108,-1
"1707",996,106,-1
"1708",1038,108,-1
"1709",870,105,-1
"1710",852,111,-1
"1711",912,109,-1
"1712",1002,106,-1
"1713",792,103,-1
"1714",930,101,-1
"1715",774,106,-1
"1716",864,106,-1
"1717",858,106,-1
"1718",1116,106,-1
"1719",900,105,-1
"1720",822,109,-1
"1721",1002,108,-1
"1722",852,105,-1
"1723",852,108,-1
"1724",1008,105,-1
"1725",630,108,-1
"1726",738,101,-1
"1727",858,106,-1
"1728",1110,106,-1
"1729",942,105,-1
"1730",942,108,-1
"1731",906,108,-1
"1732",678,105,-1
"1733",852,106,-1
"1734",816,106,-1
"1735",858,108,-1
"1736",942,108,-1
"1737",630,108,-1
"1738",996,103,-1
"1739",756,105,-1
"1740",966,101,-1
"1741",804,103,-1
"1742",1056,105,-1
"1743",936,106,-1
"1744",810,113,-1
"1745",1098,108,-1
"1746",864,105,-1
"1747",882,106,-1
"1748",1074,108,-1
"1749",732,109,-1
"1750",972,108,-1
"1751",834,108,-1
"1752",966,106,-1
"1753",804,106,-1
"1754",810,108,-1
"1755",1056,106,-1
"1756",924,106,-1
"1757",870,106,-1
"1758",696,103,-1
"1759",1038,108,-1
"1760",924,108,-1
"1761",780,109,-1
"1762",1074,105,-1
"1763",1086,106,-1
"1764",930,108,-1
"1765",900,105,-1
"1766",954,106,-1
"1767",1152,106,-1
"1768",1086,108,-1
"1769",882,108,-1
"1770",1344,108,-1
"1771",1314,106,-1
"1772",1422,105,-1
"1773",1308,108,-1
"1774",1038,108,-1
"1775",1206,109,-1
"1776",1182,108,-1
"1777",1302,108,-1
"1778",1074,108,-1
"1779",1044,111,-1
"1780",918,111,-1
"1781",1098,111,-1
"1782",1290,111,-1
"1783",1056,114,-1
"1784",1200,111,-1
"1785",1188,109,-1
"1786",786,109,-1
"1787",918,109,-1
"1788",1428,109,-1
"1789",1068,106,-1
"1790",1086,113,-1
"1791",1128,106,-1
"1792",1116,109,-1
"1793",930,109,-1
"1794",1074,108,-1
"1795",1146,109,-1
"1796",912,109,-1
"1797",1026,109,-1
"1798",870,106,-1
"1799",924,108,-1
"1800",1044,109,-1
"1801",1014,113,-1
"1802",1146,109,-1
"1803",948,108,-1
"1804",678,106,-1
"1805",942,113,-1
"1806",768,109,-1
"1807",876,109,-1
"1808",690,111,-1
"1809",678,111,-1
"1810",606,109,-1
"1811",1332,103,-1
"1812",1854,105,-1
"1813",1614,100,-1
"1814",2172,95,-1
"1815",2100,76,-1
"1816",1602,88,-1
"1817",2070,93,-1
"1818",2148,82,-1
"1819",1884,69,-1
"1820",1836,63,-1
"1821",1332,31,-1
"1822",1218,23,-1
"1823",1158,26,-1
"1824",1068,18,-1
"1825",1080,23,-1
"1826",1572,34,-1
"1827",1380,27,-1
"1828",1404,34,-1
"1829",1566,48,-1
"1830",1572,43,-1
"1831",1086,39,-1
"1832",1050,35,-1
"1833",942,26,-1
"1834",1188,40,-1
"1835",1104,45,-1
"1836",888,26,-1
"1837",1614,64,-1
"1838",972,39,-1
"1839",1200,31,-1
"1840",1572,51,-1
"1841",1146,45,-1
"1842",1470,77,-1
"1843",1236,93,-1
"1844",1434,106,-1
"1845",1230,106,-1
"1846",1278,106,-1
"1847",1056,103,-1
"1848",1290,105,-1
"1849",1194,106,-1
"1850",936,105,-1
"1851",1056,108,-1
"1852",1224,108,-1
"1853",714,108,-1
"1854",1236,105,-1
"1855",1050,109,-1
"1856",924,103,-1
"1857",1074,106,-1
"1858",1056,108,-1
"1859",1086,106,-1
"1860",1032,106,-1
"1861",1020,108,-1
"1862",972,108,-1
"1863",1260,108,-1
"1864",984,109,-1
"1865",990,108,-1
"1866",900,108,-1
"1867",564,109,-1
"1868",1026,109,-1
"1869",948,111,-1
"1870",858,108,-1
"1871",864,111,-1
"1872",834,111,-1
"1873",1212,108,-1
"1874",1164,109,-1
"1875",1230,109,-1
"1876",1128,113,-1
"1877",1146,109,-1
"1878",930,111,-1
"1879",876,111,-1
"1880",1050,116,-1
"1881",1050,109,-1
"1882",1320,111,-1
"1883",1284,109,-1
"1884",1194,109,-1
"1885",1380,111,-1
"1886",918,109,-1
"1887",1218,106,-1
"1888",630,97,-1
"1889",954,101,-1
"1890",882,105,-1
"1891",1110,98,-1
"1892",954,106,-1
"1893",768,106,-1
"1894",972,106,-1
"1895",1044,106,-1
"1896",798,109,-1
"1897",870,95,-1
"1898",990,106,-1
"1899",966,101,-1
"1900",726,100,-1
"1901",726,108,-1
"1902",906,109,-1
"1903",756,108,-1
"1904",696,106,-1
"1905",894,109,-1
"1906",600,108,-1
"1907",570,106,-1
"1908",276,101,-1
"1909",294,108,-1
"1910",420,103,-1
"1911",318,105,-1
"1912",468,108,-1
"1913",516,105,-1
"1914",474,106,-1
"1915",528,111,-1
"1916",432,103,-1
"1917",324,108,-1
"1918",462,105,-1
"1919",390,108,-1
"1920",414,106,-1
"1921",408,108,-1
"1922",606,103,-1
"1923",534,106,-1
"1924",588,108,-1
"1925",642,106,-1
"1926",516,108,-1
"1927",726,108,-1
"1928",636,108,-1
"1929",702,109,-1
"1930",528,111,-1
"1931",720,109,-1
"1932",738,109,-1
"1933",708,108,-1
"1934",714,108,-1
"1935",792,108,-1
"1936",828,108,-1
"1937",726,108,-1
"1938",846,111,-1
"1939",954,108,-1
"1940",948,106,-1
"1941",1038,108,-1
"1942",816,108,-1
"1943",864,109,-1
"1944",768,109,-1
"1945",384,109,-1
"1946",1050,106,-1
"1947",738,108,-1
"1948",1098,108,-1
"1949",834,109,-1
"1950",960,106,-1
"1951",1050,109,-1
"1952",1110,108,-1
"1953",1098,108,-1
"1954",792,111,-1
"1955",810,109,-1
"1956",750,106,-1
"1957",882,105,-1
"1958",924,109,-1
"1959",906,108,-1
"1960",870,108,-1
"1961",828,106,-1
"1962",942,109,-1
"1963",1044,108,-1
"1964",894,108,-1
"1965",1002,108,-1
"1966",1026,106,-1
"1967",942,106,-1
"1968",1002,108,-1
"1969",1080,111,-1
"1970",780,108,-1
"1971",1086,108,-1
"1972",978,108,-1
"1973",912,106,-1
"1974",828,106,-1
"1975",948,106,-1
"1976",912,109,-1
"1977",744,109,-1
"1978",942,109,-1
"1979",1002,108,-1
"1980",762,105,-1
"1981",756,106,-1
"1982",744,108,-1
"1983",750,103,-1
"1984",780,108,-1
"1985",690,109,-1
"1986",798,108,-1
"1987",798,109,-1
"1988",978,108,-1
"1989",1002,106,-1
"1990",1128,109,-1
"1991",852,108,-1
"1992",1068,111,-1
"1993",1080,113,-1
"1994",1194,109,-1
"1995",1026,111,-1
"1996",1080,111,-1
"1997",918,109,-1
"1998",1002,109,-1
"1999",1068,109,-1
"2000",1290,111,-1
"2001",978,106,-1
"2002",972,108,-1
"2003",1002,106,-1
"2004",1272,113,-1
"2005",1008,109,-1
"2006",1026,109,-1
"2007",1236,109,-1
"2008",1176,106,-1
"2009",1092,111,-1
"2010",1038,111,-1
"2011",1308,113,-1
"2012",1308,109,-1
"2013",1086,111,-1
"2014",1308,111,-1
"2015",852,111,-1
"2016",1074,108,-1
"2017",1404,113,-1
"2018",1194,109,-1
"2019",972,111,-1
"2020",972,114,-1
"2021",1122,113,-1
"2022",1206,109,-1
"2023",1290,108,-1
"2024",1062,109,-1
"2025",1026,113,-1
"2026",744,114,-1
"2027",888,113,-1
"2028",1164,111,-1
"2029",822,111,-1
"2030",624,111,-1
"2031",894,109,-1
"2032",972,111,-1
"2033",984,109,-1
"2034",978,111,-1
"2035",912,111,-1
"2036",1092,109,-1
"2037",1014,109,-1
"2038",1014,111,-1
"2039",852,109,-1
"2040",876,114,-1
"2041",798,108,-1
"2042",648,108,-1
"2043",498,109,-1
"2044",678,114,-1
"2045",702,111,-1
"2046",972,105,-1
"2047",1116,105,-1
"2048",1104,106,-1
"2049",1062,105,-1
"2050",1152,106,-1
"2051",1200,105,-1
"2052",1170,108,-1
"2053",1086,103,-1
"2054",1074,105,-1
"2055",882,105,-1
"2056",1092,105,-1
"2057",906,105,-1
"2058",1044,105,-1
"2059",1128,106,-1
"2060",1056,103,-1
"2061",1014,105,-1
"2062",960,103,-1
"2063",834,103,-1
"2064",1038,108,-1
"2065",1050,103,-1
"2066",1206,101,-1
"2067",1098,105,-1
"2068",936,106,-1
"2069",858,108,-1
"2070",1002,108,-1
"2071",828,106,-1
"2072",738,108,-1
"2073",1158,106,-1
"2074",798,109,-1
"2075",792,108,-1
"2076",1110,108,-1
"2077",864,106,-1
"2078",978,103,-1
"2079",978,108,-1
"2080",1086,108,-1
"2081",1092,109,-1
"2082",1098,109,-1
"2083",984,106,-1
"2084",1008,103,-1
"2085",1032,108,-1
"2086",984,106,-1
"2087",948,106,-1
"2088",1032,106,-1
"2089",1140,106,-1
"2090",1122,106,-1
"2091",1044,108,-1
"2092",1152,103,-1
"2093",786,108,-1
"2094",1254,106,-1
"2095",1206,109,-1
"2096",1134,108,-1
"2097",1128,106,-1
"2098",972,108,-1
"2099",1284,108,-1
"2100",1098,105,-1
"2101",1014,106,-1
"2102",948,106,-1
"2103",1182,109,-1
"2104",1212,103,-1
"2105",1314,106,-1
"2106",1110,106,-1
"2107",1302,108,-1
"2108",1074,111,-1
"2109",1302,105,-1
"2110",1314,109,-1
"2111",1332,109,-1
"2112",1308,109,-1
"2113",1326,106,-1
"2114",1044,108,-1
"2115",1128,108,-1
"2116",1122,108,-1
"2117",1278,106,-1
"2118",1254,108,-1
"2119",1278,109,-1
"2120",918,113,-1
"2121",1398,113,-1
"2122",1086,111,-1
"2123",966,111,-1
"2124",1146,109,-1
"2125",732,109,-1
"2126",858,109,-1
"2127",1392,113,-1
"2128",1146,109,-1
"2129",1128,113,-1
"2130",918,113,-1
"2131",1218,108,-1
"2132",906,113,-1
"2133",1188,106,-1
"2134",996,108,-1
"2135",978,113,-1
"2136",852,109,-1
"2137",834,111,-1
"2138",858,114,-1
"2139",936,113,-1
"2140",690,111,-1
"2141",1050,109,-1
"2142",774,113,-1
"2143",498,113,-1
"2144",1344,108,-1
"2145",1560,106,-1
"2146",2112,103,-1
"2147",2064,101,-1
"2148",2148,90,-1
"2149",2016,93,-1
"2150",1656,84,-1
"2151",1854,93,-1
"2152",1524,103,-1
"2153",1194,103,-1
"2154",1242,105,-1
"2155",1428,108,-1
"2156",1458,101,-1
"2157",1482,101,-1
"2158",1938,101,-1
"2159",1722,74,-1
"2160",1446,37,-1
"2161",1716,60,-1
"2162",1242,43,-1
"2163",1434,63,-1
"2164",1608,77,-1
"2165",1428,93,-1
"2166",1338,90,-1
"2167",1248,105,-1
"2168",1242,108,-1
"2169",1206,109,-1
"2170",1326,101,-1
"2171",1446,106,-1
"2172",1284,106,-1
"2173",1392,106,-1
"2174",1494,106,-1
"2175",1338,106,-1
"2176",1428,106,-1
"2177",1140,105,-1
"2178",1128,103,-1
"2179",1386,106,-1
"2180",966,106,-1
"2181",768,106,-1
"2182",1260,108,-1
"2183",822,105,-1
"2184",1374,106,-1
"2185",966,103,-1
"2186",1026,103,-1
"2187",1248,108,-1
"2188",1320,106,-1
"2189",1380,105,-1
"2190",1086,103,-1
"2191",1020,108,-1
"2192",1122,98,-1
"2193",954,101,-1
"2194",966,100,-1
"2195",882,103,-1
"2196",1110,101,-1
"2197",810,105,-1
"2198",906,100,-1
"2199",708,106,-1
"2200",1032,103,-1
"2201",1050,106,-1
"2202",1122,106,-1
"2203",960,108,-1
"2204",1242,109,-1
"2205",1110,108,-1
"2206",1086,108,-1
"2207",918,109,-1
"2208",972,108,-1
"2209",1038,105,-1
"2210",972,108,-1
"2211",1032,109,-1
"2212",1074,111,-1
"2213",1074,105,-1
"2214",1236,108,-1
"2215",738,109,-1
"2216",828,111,-1
"2217",990,109,-1
"2218",1026,111,-1
"2219",996,113,-1
"2220",1008,111,-1
"2221",1026,111,-1
"2222",1158,109,-1
"2223",1062,113,-1
"2224",972,111,-1
"2225",1026,113,-1
"2226",1080,111,-1
"2227",1074,113,-1
"2228",1002,111,-1
"2229",1014,109,-1
"2230",996,106,-1
"2231",1068,109,-1
"2232",930,111,-1
"2233",978,113,-1
"2234",996,109,-1
"2235",1056,106,-1
"2236",1062,106,-1
"2237",1050,109,-1
"2238",744,108,-1
"2239",732,113,-1
"2240",1062,111,-1
"2241",1008,111,-1
"2242",816,109,-1
"2243",858,114,-1
"2244",660,113,-1
"2245",696,108,-1
"2246",978,111,-1
"2247",798,113,-1
"2248",654,109,-1
"2249",576,108,-1
"2250",834,113,-1
"2251",972,111,-1
"2252",1032,109,-1
"2253",1038,113,-1
"2254",942,108,-1
"2255",822,109,-1
"2256",948,111,-1
"2257",936,113,-1
"2258",972,111,-1
"2259",828,108,-1
"2260",1086,108,-1
"2261",1164,111,-1
"2262",780,111,-1
"2263",966,109,-1
"2264",1008,111,-1
"2265",966,113,-1
"2266",774,111,-1
"2267",822,113,-1
"2268",972,113,-1
"2269",810,111,-1
"2270",960,108,-1
"2271",1116,106,-1
"2272",1080,109,-1
"2273",1038,111,-1
"2274",1062,111,-1
"2275",846,109,-1
"2276",114,114,-1
"2277",822,113,-1
"2278",828,113,-1
"2279",558,111,-1
"2280",864,111,-1
"2281",672,111,-1
"2282",576,113,-1
"2283",756,109,-1
"2284",462,103,-1
"2285",624,106,-1
"2286",522,106,-1
"2287",750,103,-1
"2288",546,106,-1
"2289",546,108,-1
"2290",828,103,-1
"2291",714,106,-1
"2292",906,105,-1
"2293",714,105,-1
"2294",906,105,-1
"2295",996,106,-1
"2296",918,108,-1
"2297",702,101,-1
"2298",1044,106,-1
"2299",960,108,-1
"2300",894,106,-1
"2301",1050,103,-1
"2302",1002,109,-1
"2303",606,111,-1
"2304",912,111,-1
"2305",798,108,-1
"2306",942,108,-1
"2307",1116,108,-1
"2308",624,106,-1
"2309",966,109,-1
"2310",534,105,-1
"2311",816,109,-1
"2312",840,111,-1
"2313",1062,106,-1
"2314",972,105,-1
"2315",864,108,-1
"2316",828,109,-1
"2317",636,109,-1
"2318",930,109,-1
"2319",996,108,-1
"2320",936,100,-1
"2321",864,105,-1
"2322",858,111,-1
"2323",990,108,-1
"2324",984,103,-1
"2325",912,105,-1
"2326",900,108,-1
"2327",1086,109,-1
"2328",930,109,-1
"2329",900,109,-1
"2330",756,106,-1
"2331",1206,108,-1
"2332",852,106,-1
"2333",702,103,-1
"2334",906,103,-1
"2335",888,109,-1
"2336",978,108,-1
"2337",1146,108,-1
"2338",912,109,-1
"2339",954,106,-1
"2340",846,108,-1
"2341",954,109,-1
"2342",906,113,-1
"2343",858,105,-1
"2344",822,108,-1
"2345",648,105,-1
"2346",762,106,-1
"2347",750,105,-1
"2348",1002,108,-1
"2349",582,105,-1
"2350",864,109,-1
"2351",1062,108,-1
"2352",828,105,-1
"2353",1098,108,-1
"2354",972,113,-1
"2355",1026,106,-1
"2356",1158,109,-1
"2357",912,109,-1
"2358",1086,108,-1
"2359",1056,109,-1
"2360",1218,106,-1
"2361",1080,106,-1
"2362",1038,109,-1
"2363",1092,105,-1
"2364",1122,108,-1
"2365",1104,111,-1
"2366",1332,111,-1
"2367",1284,109,-1
"2368",822,108,-1
"2369",1170,111,-1
"2370",1020,105,-1
"2371",1080,108,-1
"2372",1158,108,-1
"2373",1158,109,-1
"2374",780,108,-1
"2375",1134,109,-1
"2376",1158,109,-1
"2377",870,109,-1
"2378",1086,113,-1
"2379",1254,113,-1
"2380",1152,111,-1
"2381",1200,113,-1
"2382",1026,111,-1
"2383",1032,108,-1
"2384",1320,109,-1
"2385",1200,111,-1
"2386",1188,108,-1
"2387",1014,111,-1
"2388",840,116,-1
"2389",978,114,-1
"2390",1158,111,-1
"2391",1002,111,-1
"2392",714,111,-1
"2393",762,111,-1
"2394",588,108,-1
"2395",936,111,-1
"2396",654,108,-1
"2397",876,113,-1
"2398",804,106,-1
"2399",702,111,-1
"2400",876,109,-1
"2401",768,111,-1
"2402",654,111,-1
"2403",696,109,-1
"2404",522,111,-1
"2405",702,108,-1
"2406",582,114,-1
"2407",1398,109,-1
"2408",1542,106,-1
"2409",1848,105,-1
"2410",1572,103,-1
"2411",2064,101,-1
"2412",2154,90,-1
"2413",1980,88,-1
"2414",1812,71,-1
"2415",1758,58,-1
"2416",1878,68,-1
"2417",1302,48,-1
"2418",1002,42,-1
"2419",1380,40,-1
"2420",1290,31,-1
"2421",1278,27,-1
"2422",816,16,-1
"2423",1074,18,-1
"2424",972,18,-1
"2425",846,13,-1
"2426",678,16,-1
"2427",990,14,-1
"2428",858,21,-1
"2429",1080,21,-1
"2430",900,27,-1
"2431",1446,45,-1
"2432",1140,42,-1
"2433",1230,55,-1
"2434",1380,69,-1
"2435",1488,63,-1
"2436",864,97,-1
"2437",1206,111,-1
"2438",1104,109,-1
"2439",1146,108,-1
"2440",1128,106,-1
"2441",936,105,-1
"2442",1368,105,-1
"2443",1086,101,-1
"2444",1194,106,-1
"2445",1128,108,-1
"2446",1272,108,-1
"2447",888,106,-1
"2448",1002,105,-1
"2449",1236,109,-1
"2450",978,108,-1
"2451",1182,108,-1
"2452",1374,111,-1
"2453",1296,108,-1
"2454",1380,108,-1
"2455",1326,111,-1
"2456",1236,113,-1
"2457",1302,109,-1
"2458",1098,108,-1
"2459",1212,105,-1
"2460",1092,108,-1
"2461",1098,111,-1
"2462",1260,109,-1
"2463",1302,106,-1
"2464",1230,109,-1
"2465",1386,109,-1
"2466",1020,111,-1
"2467",1158,109,-1
"2468",960,111,-1
"2469",936,109,-1
"2470",1338,113,-1
"2471",882,106,-1
"2472",822,109,-1
"2473",882,111,-1
"2474",1020,111,-1
"2475",864,108,-1
"2476",1230,109,-1
"2477",960,113,-1
"2478",1302,109,-1
"2479",1380,111,-1
"2480",1188,113,-1
"2481",1110,108,-1
"2482",1134,108,-1
"2483",1086,111,-1
"2484",1098,113,-1
"2485",1110,113,-1
"2486",936,113,-1
"2487",1068,109,-1
"2488",1044,109,-1
"2489",1044,109,-1
"2490",1008,109,-1
"2491",942,108,-1
"2492",1194,111,-1
"2493",726,106,-1
"2494",762,113,-1
"2495",1128,109,-1
"2496",786,108,-1
"2497",594,113,-1
"2498",708,111,-1
"2499",708,113,-1
"2500",1092,113,-1
"2501",1110,111,-1
"2502",888,111,-1
"2503",1080,113,-1
"2504",1038,111,-1
"2505",1098,111,-1
"2506",1062,111,-1
"2507",1158,113,-1
"2508",912,113,-1
"2509",798,111,-1
"2510",894,109,-1
